Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,Nox_GT,PT08_S3_Nox,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,Weekend,Weekday,CO_level
8/16/2004,7:00:00,1.3,924,,8.5,920,92,767,62,1534,946,22.2,45,1.1867,False,True,High
8/16/2004,17:00:00,1.3,903,,6.9,853,72,930,69,1420,606,38.8,15.8,1.0706,False,True,High
8/16/2004,18:00:00,1.3,944,,7,857,67,880,77,1463,631,35.2,22.3,1.2467,False,True,High
8/16/2004,19:00:00,1.3,969,,6.8,850,70,857,77,1503,695,31.7,28.2,1.2962,False,True,High
8/16/2004,22:00:00,1.3,960,,5.7,798,73,854,84,1459,780,28,34.9,1.2989,False,True,High
8/23/2004,12:00:00,1.3,902,,5.9,808,57,912,64,1408,632,34.4,23.5,1.2541,False,True,High
8/24/2004,13:00:00,1.3,923,,7.1,862,92,875,107,1363,626,34.6,18.2,0.9832,False,True,High
8/24/2004,20:00:00,1.3,1038,,5.2,773,67,749,61,1568,687,27.5,50.4,1.8274,False,True,High
8/24/2004,21:00:00,1.3,1059,,5.7,800,66,740,62,1604,739,27.5,50.4,1.8284,False,True,High
8/25/2004,1:00:00,1.3,988,,6.3,825,71,756,71,1559,848,24.9,50.6,1.5747,False,True,High
8/25/2004,14:00:00,1.3,972,,6.2,820,60,811,66,1535,630,34.4,30.6,1.6402,False,True,High
8/25/2004,15:00:00,1.3,985,,6.3,826,66,808,71,1544,621,35.3,28.5,1.6034,False,True,High
8/25/2004,16:00:00,1.3,1004,,6,814,57,808,61,1520,602,36.3,28.3,1.6851,False,True,High
8/25/2004,18:00:00,1.3,965,,5.8,802,51,821,54,1504,564,32.5,34.1,1.6453,False,True,High
8/25/2004,21:00:00,1.3,872,,6.3,824,66,853,77,1346,590,27,30,1.0542,False,True,High
8/26/2004,13:00:00,1.3,,,,,82,,75,,,,,,False,True,High
8/27/2004,0:00:00,1.3,,,,,81,,71,,,,,,False,True,High
8/27/2004,1:00:00,1.3,,,,,91,,76,,,,,,False,True,High
9/1/2004,1:00:00,1.3,953,,7,858,136,742,79,1544,780,22.8,58.5,1.5992,False,True,High
9/1/2004,6:00:00,1.3,1039,,8.5,921,268,687,92,1556,1115,19.8,64.3,1.4678,False,True,High
9/3/2004,22:00:00,1.3,1029,,8.1,904,,709,,1460,992,29.1,36.7,1.4502,False,True,High
9/5/2004,23:00:00,1.3,965,,5.1,769,,878,,1315,667,25.9,32.9,1.0826,True,False,High
9/6/2004,0:00:00,1.3,957,,4.1,717,,911,,1322,579,25.3,36.9,1.1764,False,True,High
9/6/2004,10:00:00,1.3,977,,5.7,800,,843,,1372,778,27.6,34.2,1.2464,False,True,High
9/6/2004,12:00:00,1.3,943,,5.3,777,,880,,1333,632,29.2,28.6,1.1423,False,True,High
9/6/2004,15:00:00,1.3,967,,6.1,814,,854,,1385,703,30.1,26.7,1.1217,False,True,High
9/6/2004,21:00:00,1.3,952,,5.5,787,,856,,1342,723,25.7,35.8,1.16,False,True,High
9/6/2004,22:00:00,1.3,949,,5.8,804,,835,,1365,740,25.4,35.2,1.1255,False,True,High
9/7/2004,6:00:00,1.3,1016,,7.7,888,169,776,64,1485,1040,23.1,47,1.3122,False,True,High
9/16/2004,11:00:00,1.3,982,,6.8,850,217,888,79,1505,873,18.7,73.1,1.5608,False,True,High
9/17/2004,23:00:00,1.3,927,,6.3,826,173,1021,94,1331,734,22.1,42.8,1.1265,False,True,High
9/18/2004,16:00:00,1.3,927,,5.3,781,165,994,73,1267,594,29.1,26.8,1.0648,True,False,High
9/19/2004,8:00:00,1.3,969,,7.7,886,179,863,68,1451,953,18.6,60,1.2757,True,False,High
9/21/2004,23:00:00,1.3,1018,,7.7,885,112,809,77,1491,864,22.1,58.4,1.5393,False,True,High
9/24/2004,6:00:00,1.3,1062,,8.4,915,232,792,83,1579,929,20.8,62.2,1.5119,False,True,High
9/25/2004,17:00:00,1.3,877,,6.7,844,112,1048,43,1193,669,21.1,27.7,0.6853,True,False,High
9/27/2004,1:00:00,1.3,919,,5.8,802,142,891,81,1265,940,15.9,55.2,0.9881,False,True,High
9/27/2004,23:00:00,1.3,897,,6.8,849,157,891,90,1253,910,16.7,46.6,0.8793,False,True,High
10/1/2004,2:00:00,1.3,1035,,6.9,851,132,764,69,1465,1002,19,70.8,1.5417,False,True,High
10/9/2004,1:00:00,1.3,1158,,8.6,923,142,673,62,1519,1072,21.9,61.5,1.5967,True,False,High
10/9/2004,5:00:00,1.3,1157,,7.8,890,154,681,53,1549,1054,20.8,66.7,1.6201,True,False,High
10/9/2004,6:00:00,1.3,1167,,8.2,907,211,681,55,1548,1082,20.6,67.5,1.621,True,False,High
10/10/2004,7:00:00,1.3,1095,,7.7,886,187,705,56,1574,1001,21.3,68.2,1.7127,True,False,High
10/10/2004,14:00:00,1.3,1031,,4.4,732,162,872,69,1476,704,19.8,78,1.7879,True,False,High
10/10/2004,21:00:00,1.3,1049,,6.1,817,168,806,63,1517,882,20.8,68.6,1.6719,True,False,High
10/11/2004,0:00:00,1.3,1039,,6.1,817,132,799,55,1502,836,20.1,70.5,1.6384,False,True,High
10/11/2004,23:00:00,1.3,952,,6.5,833,143,846,57,1381,881,18.8,60.9,1.3032,False,True,High
10/21/2004,6:00:00,1.3,1088,,8.8,932,203,706,72,1565,1034,21.5,67.5,1.708,False,True,High
10/22/2004,1:00:00,1.3,1038,,7.9,895,126,714,63,1474,999,21.2,68.6,1.7046,False,True,High
10/24/2004,21:00:00,1.3,1015,,7.3,869,147,747,72,1439,1375,21.2,63.4,1.5748,True,False,High
10/27/2004,23:00:00,1.3,968,,7,858,147,796,60,1388,894,16,75.9,1.3721,False,True,High
10/29/2004,6:00:00,1.3,1069,,7.7,889,242,738,91,1469,976,19.3,71.6,1.5844,False,True,High
10/31/2004,2:00:00,1.3,973,,6.4,828,146,818,61,1445,811,19.7,68.2,1.5484,True,False,High
10/31/2004,9:00:00,1.3,997,,5.7,797,169,812,64,1470,824,19.3,74.1,1.6391,True,False,High
11/1/2004,7:00:00,1.3,1028,,7.8,890,180,733,51,1525,1323,19.4,75.1,1.6766,False,True,High
11/3/2004,7:00:00,1.3,1019,,8,901,231,750,64,1438,960,17,70.1,1.3512,False,True,High
11/5/2004,23:00:00,1.3,1050,,7.6,881,162,732,69,1363,982,17.8,66.9,1.3464,False,True,High
11/8/2004,11:00:00,1.3,836,,4.5,740,255,987,117,1046,672,12.4,44.1,0.6324,False,True,High
11/8/2004,13:00:00,1.3,819,,6,810,220,947,100,1027,631,13.4,36.3,0.5556,False,True,High
11/10/2004,11:00:00,1.3,923,,4.4,733,316,962,150,1124,740,6.8,87.1,0.8652,False,True,High
11/13/2004,4:00:00,1.3,1006,,5,765,174,848,88,1239,807,15.6,61.7,1.0847,True,False,High
11/15/2004,23:00:00,1.3,839,,4,711,180,1029,94,990,712,11.3,40.3,0.5406,False,True,High
11/16/2004,0:00:00,1.3,844,,3.9,705,167,1035,91,986,701,11.3,41.8,0.561,False,True,High
11/18/2004,3:00:00,1.3,912,,3.5,685,,934,,1050,876,7.5,69.3,0.7201,False,True,High
11/19/2004,2:00:00,1.3,925,,3.3,670,93,940,65,1173,663,15.5,63.8,1.1119,False,True,High
11/21/2004,21:00:00,1.3,1136,,7.7,885,348,806,163,1006,1403,7.1,43.2,0.436,True,False,High
11/23/2004,0:00:00,1.3,1285,,11.6,1037,370,610,121,1277,1751,7.9,72.5,0.7766,False,True,High
11/23/2004,5:00:00,1.3,1091,,6.4,829,238,755,92,1177,1126,8.2,81.4,0.888,False,True,High
11/28/2004,3:00:00,1.3,953,,4.2,722,138,911,70,1148,828,10.3,77.6,0.9743,True,False,High
11/29/2004,5:00:00,1.3,987,,4.9,759,166,856,67,1162,940,8.8,83.7,0.9529,False,True,High
12/1/2004,1:00:00,1.3,886,,3.8,699,157,1900,94,1106,766,10.1,75.3,0.9322,False,True,High
12/3/2004,3:00:00,1.3,1003,,4.7,747,,843,,1289,806,14.1,84.8,1.3544,False,True,High
12/4/2004,7:00:00,1.3,1024,,6.2,822,277,800,70,1266,954,12.4,77.1,1.1072,True,False,High
12/5/2004,11:00:00,1.3,969,,4.4,733,176,901,72,1191,803,13,67.6,1.009,True,False,High
12/6/2004,7:00:00,1.3,1012,,6.1,817,302,819,89,1314,878,12.2,78.8,1.1178,False,True,High
12/10/2004,22:00:00,1.3,802,,4.6,743,202,1051,110,826,751,12.8,22.5,0.3309,False,True,High
12/12/2004,7:00:00,1.3,909,,4,709,206,936,95,953,921,4.8,64.6,0.563,True,False,High
12/13/2004,3:00:00,1.3,882,,2.4,614,,1221,,931,888,6.9,62.3,0.6227,False,True,High
12/18/2004,3:00:00,1.3,1058,,4.3,727,,834,,1193,860,12.2,74.5,1.0537,True,False,High
12/18/2004,5:00:00,1.3,1065,,6.1,816,215,777,90,1245,873,10.8,80,1.0367,True,False,High
12/22/2004,2:00:00,1.3,902,,5,761,222,1048,126,872,868,5.3,42.3,0.3806,False,True,High
12/23/2004,4:00:00,1.3,874,,3.1,657,129,985,85,867,930,1.5,61.4,0.4235,False,True,High
12/26/2004,2:00:00,1.3,1053,,3.5,680,166,890,108,1166,807,11.3,80.1,1.0741,True,False,High
12/26/2004,23:00:00,1.3,1113,,5.2,776,193,828,114,1217,881,12,72.3,1.0095,True,False,High
1/2/2005,2:00:00,1.3,992,,3.6,685,167,916,96,963,1035,4.5,63.6,0.5414,True,False,High
1/2/2005,3:00:00,1.3,1004,,4.5,739,,868,,1004,1030,3.1,70,0.5388,True,False,High
1/2/2005,4:00:00,1.3,947,,3.3,673,148,929,87,974,929,3.2,68.3,0.531,True,False,High
1/2/2005,9:00:00,1.3,960,,3.9,704,226,887,106,1003,947,3.3,68.2,0.5346,True,False,High
1/4/2005,0:00:00,1.3,,,,,193,,117,,,,,,False,True,High
1/4/2005,2:00:00,1.3,,,,,159,,97,,,,,,False,True,High
1/7/2005,0:00:00,1.3,1041,,4.3,729,164,819,98,1130,972,10,70.9,0.8706,False,True,High
1/8/2005,7:00:00,1.3,1020,,4.5,736,213,854,93,1069,923,8.1,68,0.7396,True,False,High
1/9/2005,2:00:00,1.3,1112,,5.6,791,218,764,118,1216,934,13.2,64.2,0.9706,True,False,High
1/11/2005,7:00:00,1.3,1126,,5.2,775,236,760,101,1205,1019,11.7,69.8,0.9612,False,True,High
1/14/2005,2:00:00,1.3,1032,,4.5,736,176,809,90,1064,973,7.1,73.5,0.7439,False,True,High
1/14/2005,6:00:00,1.3,989,,5,762,326,793,109,1076,959,5.3,80.4,0.7234,False,True,High
1/15/2005,7:00:00,1.3,973,,4.3,728,148,902,83,1004,854,3.5,80.8,0.6406,True,False,High
1/21/2005,3:00:00,1.3,1019,,4.6,744,,836,,1000,1049,5.9,62.1,0.5806,False,True,High
1/21/2005,5:00:00,1.3,1118,,6.6,841,284,702,117,1056,1368,5.5,66.5,0.6054,False,True,High
1/22/2005,14:00:00,1.3,1380,,16.9,1206,455,515,186,1500,1677,14.9,49.9,0.8394,True,False,High
1/22/2005,23:00:00,1.3,1259,,15.1,1152,565,610,196,1165,1569,8.2,36.8,0.4016,True,False,High
1/24/2005,16:00:00,1.3,1009,,7.1,860,287,787,172,993,922,10.6,34.2,0.4375,False,True,High
1/27/2005,11:00:00,1.3,912,,3.5,683,201,961,125,872,699,7,38.4,0.3861,False,True,High
1/27/2005,15:00:00,1.3,921,,4.5,736,198,921,125,881,673,7.3,35,0.3584,False,True,High
1/27/2005,23:00:00,1.3,916,,4.3,725,155,953,115,855,746,4,43.1,0.3551,False,True,High
1/28/2005,16:00:00,1.3,891,,3.9,706,193,949,138,860,600,3.4,50.7,0.3991,False,True,High
1/29/2005,17:00:00,1.3,911,,3.4,676,167,998,115,855,555,4,44.9,0.3689,True,False,High
1/29/2005,19:00:00,1.3,907,,3.1,657,190,981,134,844,569,3.1,48.1,0.3707,True,False,High
1/30/2005,1:00:00,1.3,901,,2.2,599,147,1023,109,825,515,3.8,46.5,0.3762,True,False,High
1/30/2005,23:00:00,1.3,932,,3.5,685,186,996,130,820,670,4,39,0.3203,True,False,High
2/1/2005,0:00:00,1.3,1038,,4.8,756,200,813,146,921,1317,4.2,49.4,0.412,False,True,High
2/4/2005,23:00:00,1.3,1017,,5.3,776,239,843,157,946,971,6,46.1,0.4351,False,True,High
2/5/2005,2:00:00,1.3,1009,,4.8,751,223,828,154,939,1053,4.1,54.7,0.4536,True,False,High
2/5/2005,5:00:00,1.3,989,,4.4,731,226,815,149,936,1018,1,67.7,0.4523,True,False,High
2/5/2005,10:00:00,1.3,966,,4.9,760,302,877,200,890,940,7.5,39.2,0.4091,True,False,High
2/6/2005,10:00:00,1.3,984,,4.3,727,197,891,137,908,913,4.1,42.9,0.3551,True,False,High
2/7/2005,15:00:00,1.3,973,,4.9,761,235,862,156,865,682,12.2,24,0.3392,False,True,High
2/13/2005,22:00:00,1.3,1111,,5.3,777,228,760,143,1137,1024,12.5,47.8,0.6877,True,False,High
2/14/2005,14:00:00,1.3,960,,6.9,853,177,782,123,967,709,13.7,30.3,0.4724,False,True,High
2/15/2005,13:00:00,1.3,906,,5.5,790,211,893,138,837,642,12.3,19.3,0.274,False,True,High
2/16/2005,11:00:00,1.3,956,,5,761,205,849,98,887,885,9.1,33,0.3827,False,True,High
2/17/2005,12:00:00,1.3,1011,,4.4,732,236,830,147,944,826,8.7,42.5,0.4787,False,True,High
2/17/2005,15:00:00,1.3,1021,,4.8,755,207,807,143,980,763,8.9,46.1,0.5256,False,True,High
2/18/2005,1:00:00,1.3,958,,3.1,660,172,935,130,905,654,6.8,48.2,0.4792,False,True,High
2/18/2005,12:00:00,1.3,997,,4.8,752,231,837,152,952,724,11.8,34.4,0.4758,False,True,High
2/20/2005,16:00:00,1.3,1037,,3.2,665,156,854,114,1013,633,8.6,57.3,0.6429,True,False,High
2/20/2005,18:00:00,1.3,1033,,3.4,675,173,853,127,1006,702,8,57.7,0.6222,True,False,High
2/20/2005,23:00:00,1.3,1003,,3.7,694,156,876,116,976,663,7.7,53,0.5572,True,False,High
2/23/2005,11:00:00,1.3,955,,3.6,687,277,895,180,1004,706,2.8,83.9,0.6326,False,True,High
2/26/2005,5:00:00,1.3,942,,3.6,688,161,897,115,947,882,3.8,66.2,0.5359,True,False,High
2/27/2005,23:00:00,1.3,943,,3.9,703,169,950,119,870,581,4.3,48.6,0.4069,True,False,High
3/2/2005,15:00:00,1.3,909,,6.3,826,246,898,143,802,626,10.1,16.7,0.2062,False,True,High
3/5/2005,8:00:00,1.3,1017,,6.1,818,254,842,156,1034,933,5,54.5,0.4788,True,False,High
3/7/2005,12:00:00,1.3,896,,4.4,731,316,911,155,799,627,10.6,25.3,0.3224,False,True,High
3/7/2005,13:00:00,1.3,890,,4.3,726,218,921,136,779,523,10.2,25.6,0.3181,False,True,High
3/7/2005,15:00:00,1.3,894,,4.5,737,278,913,158,805,604,9.7,25.7,0.3088,False,True,High
3/8/2005,7:00:00,1.3,991,,5.5,786,295,817,144,931,1037,0.3,61,0.3881,False,True,High
3/9/2005,1:00:00,1.3,1031,,4.6,741,191,821,133,927,1144,4.9,52.2,0.4567,False,True,High
3/10/2005,1:00:00,1.3,1070,,4.5,739,155,767,109,1070,1186,7.5,65.9,0.6868,False,True,High
3/10/2005,7:00:00,1.3,1092,,6.4,831,249,720,100,1143,1090,4.3,76.1,0.6395,False,True,High
3/11/2005,17:00:00,1.3,1161,,10.4,992,324,601,168,1211,906,18.2,28.1,0.5817,False,True,High
3/17/2005,7:00:00,1.3,1117,,5.9,808,299,669,123,1178,1109,7.9,68.4,0.7324,False,True,High
3/18/2005,1:00:00,1.3,1076,,5.1,770,195,721,134,1093,1107,11.9,53.4,0.7414,False,True,High
3/21/2005,7:00:00,1.3,1120,,6.1,815,270,660,113,1291,1053,12.8,68,1.0023,False,True,High
3/22/2005,0:00:00,1.3,1078,,5.9,808,152,696,106,1221,891,13.3,65.6,0.9969,False,True,High
3/26/2005,14:00:00,1.3,1085,,5.1,769,156,711,85,1264,820,23.7,39.4,1.1366,True,False,High
3/26/2005,15:00:00,1.3,1177,,7.9,896,169,616,94,1374,1011,23.1,41.2,1.1523,True,False,High
3/27/2005,1:00:00,1.3,1079,,4.3,727,174,724,93,1275,1010,16.5,63.8,1.1896,True,False,High
3/27/2005,11:00:00,1.3,1179,,4.5,738,174,680,89,1335,956,15.9,77.3,1.3838,True,False,High
3/27/2005,13:00:00,1.3,1082,,3.8,700,160,759,91,1286,842,18.1,62.8,1.2916,True,False,High
3/28/2005,9:00:00,1.3,1086,,4.9,756,176,700,101,1308,894,16.4,67.3,1.2451,False,True,High
3/28/2005,15:00:00,1.3,1053,,4.2,721,140,764,85,1216,617,25.1,34,1.068,False,True,High
3/31/2005,10:00:00,1.3,996,,4.9,759,200,773,124,1119,751,21,37.3,0.9139,False,True,High
4/1/2005,9:00:00,1.3,965,,4.3,730,205,799,127,1038,652,16.1,41.5,0.7559,False,True,High
4/1/2005,13:00:00,1.3,924,,4.5,739,184,834,122,966,541,19.9,26.3,0.6054,False,True,High
4/3/2005,11:00:00,1.3,1000,,5.3,779,171,805,115,1001,640,24,19.3,0.5673,True,False,High
4/3/2005,16:00:00,1.3,968,,6.3,826,197,867,132,898,548,29.4,10.4,0.4192,True,False,High
3/10/2004,23:00:00,1.2,1197,38,4.7,750,89,1337,96,1393,949,11.2,59.2,0.7848,False,True,High
3/11/2004,0:00:00,1.2,1185,31,3.6,690,62,1462,77,1333,733,11.3,56.8,0.7603,False,True,High
3/13/2004,6:00:00,1.2,1100,27,2.9,646,53,1406,60,1268,835,7.2,67.5,0.6887,True,False,High
3/14/2004,5:00:00,1.2,1062,32,3.7,691,53,1272,70,1377,929,11.5,63.1,0.8533,True,False,High
3/16/2004,1:00:00,1.2,1074,49,5.4,784,79,1098,88,1483,1040,14.8,60.6,1.0148,False,True,High
3/17/2004,1:00:00,1.2,1072,47,5.4,784,95,1066,90,1442,1114,15.5,51.9,0.9059,False,True,High
3/21/2004,8:00:00,1.2,1155,,4.4,734,122,1062,91,1528,1035,14.5,65.3,1.0704,True,False,High
3/22/2004,7:00:00,1.2,1090,,5.1,768,86,1072,76,1538,699,15.7,57.6,1.0195,False,True,High
3/24/2004,0:00:00,1.2,1045,55,4.9,756,70,1137,85,1411,902,11.1,62.2,0.8199,False,True,High
3/24/2004,7:00:00,1.2,1045,84,4.8,751,79,1186,75,1403,800,10.4,59.2,0.7455,False,True,High
3/25/2004,23:00:00,1.2,979,67,4.5,736,75,1154,92,1324,769,9.9,59.5,0.7276,False,True,High
3/26/2004,2:00:00,1.2,974,61,3.6,690,67,1208,83,1313,733,9.4,62.6,0.7398,False,True,High
3/26/2004,22:00:00,1.2,953,66,4.6,743,79,1185,85,1252,690,9.7,50.4,0.6063,False,True,High
3/27/2004,2:00:00,1.2,1046,65,4.5,736,75,1142,78,1312,838,8.1,62.1,0.6746,True,False,High
3/29/2004,21:00:00,1.2,949,80,3.8,700,78,1221,90,1178,553,13.1,34.4,0.517,False,True,High
3/30/2004,22:00:00,1.2,1053,68,3.8,701,68,1147,81,1323,692,15.1,44.6,0.7574,False,True,High
3/31/2004,23:00:00,1.2,1029,84,4.8,754,57,1098,79,1395,749,12,58.4,0.8164,False,True,High
4/1/2004,1:00:00,1.2,1044,100,5.1,770,85,1031,70,1425,944,11.5,63.9,0.8652,False,True,High
4/3/2004,2:00:00,1.2,1141,88,5.3,777,69,986,83,1455,1060,15.1,58.2,0.9886,True,False,High
4/7/2004,16:00:00,1.2,1045,120,5.9,808,65,1038,69,1421,589,16.4,47.7,0.8819,False,True,High
4/7/2004,21:00:00,1.2,956,62,3.2,666,62,1235,71,1282,518,9.8,71.8,0.8702,False,True,High
4/11/2004,1:00:00,1.2,978,75,4,711,48,1144,63,1304,750,11,56.6,0.7418,True,False,High
4/11/2004,17:00:00,1.2,935,65,3.3,672,65,1299,61,1183,415,19.6,27.4,0.6162,True,False,High
4/12/2004,15:00:00,1.2,1025,78,3.6,689,89,1189,77,1325,519,11.4,61.2,0.8236,False,True,High
4/12/2004,17:00:00,1.2,1025,67,3.5,682,88,1197,77,1313,537,10.3,65.2,0.8151,False,True,High
4/12/2004,20:00:00,1.2,964,68,3.7,692,88,1176,82,1292,573,10.6,57.7,0.7362,False,True,High
4/16/2004,5:00:00,1.2,1075,93,5.4,782,97,941,77,1505,988,11.6,76.4,1.0415,False,True,High
4/25/2004,0:00:00,1.2,967,84,3.1,661,61,1181,67,1321,463,12.2,66.8,0.9455,True,False,High
4/26/2004,23:00:00,1.2,924,82,4,709,63,1158,75,1318,610,16,41.4,0.7487,False,True,High
4/30/2004,2:00:00,1.2,1097,91,5.9,809,80,897,74,1628,1050,15.7,78.4,1.3917,False,True,High
5/1/2004,7:00:00,1.2,1012,,6.5,833,75,916,67,1632,862,16.9,66.5,1.2688,True,False,High
5/2/2004,8:00:00,1.2,988,,5.9,806,87,951,68,1568,940,16,61.6,1.1083,True,False,High
5/2/2004,14:00:00,1.2,1026,,6.8,847,70,1010,73,1519,617,24.6,31.7,0.9647,True,False,High
5/4/2004,16:00:00,1.2,960,,6.3,828,55,971,54,1565,617,19.9,55.2,1.2701,False,True,High
5/13/2004,1:00:00,1.2,933,,4.7,747,62,1045,75,1405,569,16.4,50.5,0.938,False,True,High
5/14/2004,5:00:00,1.2,983,,6.5,833,116,894,102,1524,1012,16,58.3,1.0481,False,True,High
5/15/2004,1:00:00,1.2,947,,5.7,798,67,964,81,1395,930,18,40.5,0.8271,True,False,High
5/16/2004,15:00:00,1.2,1117,,7.1,862,54,995,64,1476,530,31.5,21.9,0.997,True,False,High
5/17/2004,21:00:00,1.2,944,,6.4,832,72,1072,81,1350,712,21.1,26.2,0.6481,False,True,High
5/17/2004,22:00:00,1.2,964,,7.1,861,69,1014,73,1398,735,20.9,28.8,0.7014,False,True,High
5/18/2004,22:00:00,1.2,1081,,8.7,929,65,910,75,1518,937,21.1,36.5,0.9019,False,True,High
5/19/2004,0:00:00,1.2,1069,,7.7,887,70,859,84,1542,1041,19.3,43,0.9535,False,True,High
5/21/2004,0:00:00,1.2,1045,,6.8,850,78,889,93,1506,1102,20.5,42,1.0004,False,True,High
5/22/2004,7:00:00,1.2,1153,,9.2,947,107,795,80,1643,1076,17.2,52.9,1.0276,True,False,High
5/22/2004,21:00:00,1.2,1123,,6.4,832,65,930,68,1565,792,21.2,48.3,1.2034,True,False,High
5/23/2004,12:00:00,1.2,1030,,5.3,778,67,1071,69,1452,591,26.8,28.1,0.9785,True,False,High
5/24/2004,12:00:00,1.2,871,,6.8,848,100,1139,83,1208,579,22.8,16.1,0.4404,False,True,High
5/24/2004,15:00:00,1.2,895,,7.5,878,109,1122,81,1238,607,25.8,12.9,0.4219,False,True,High
5/24/2004,20:00:00,1.2,895,,6.7,845,102,1072,96,1241,763,19.1,22.8,0.501,False,True,High
5/29/2004,20:00:00,1.2,937,,7.9,893,123,1106,112,1463,783,20.8,33.2,0.8061,True,False,High
5/30/2004,22:00:00,1.2,976,,8.4,916,117,1044,117,1515,880,22.3,33.6,0.8913,True,False,High
5/31/2004,15:00:00,1.2,1006,,12.1,1054,115,921,111,1636,769,30.7,23.4,1.015,False,True,High
6/5/2004,6:00:00,1.2,963,,7.9,894,131,942,91,1702,1065,19.7,58.4,1.3254,True,False,High
6/6/2004,8:00:00,1.2,877,,5.9,808,73,1011,70,1614,723,20.4,55.8,1.3196,True,False,High
6/6/2004,18:00:00,1.2,880,,5.9,807,79,1123,72,1510,599,23.9,36.8,1.0774,True,False,High
6/8/2004,23:00:00,1.2,972,,8.1,902,59,933,67,1647,878,24.9,41.2,1.2809,False,True,High
6/10/2004,6:00:00,1.2,949,,8.7,929,101,887,78,1711,973,20,56.6,1.3095,False,True,High
6/12/2004,14:00:00,1.2,1008,,7.2,866,58,937,68,1573,695,36,20.5,1.1995,True,False,High
6/12/2004,15:00:00,1.2,1062,,8.6,924,69,892,76,1683,777,37,20.1,1.2423,True,False,High
6/14/2004,11:00:00,1.2,906,,5.5,786,95,1026,73,1538,633,23.9,42.1,1.2335,False,True,High
6/14/2004,12:00:00,1.2,915,,5.3,776,86,1029,72,1544,616,25.5,38.3,1.2328,False,True,High
6/14/2004,23:00:00,1.2,883,,5.2,773,59,1062,72,1514,621,21.8,45.6,1.1763,False,True,High
6/15/2004,0:00:00,1.2,886,,5.1,767,68,1055,79,1532,702,21.6,46,1.1742,False,True,High
6/19/2004,14:00:00,1.2,,,,,56,,68,,,,,,True,False,High
6/19/2004,15:00:00,1.2,,,,,51,,63,,,,,,True,False,High
6/20/2004,1:00:00,1.2,,,,,54,,65,,,,,,True,False,High
6/20/2004,9:00:00,1.2,,,,,59,,67,,,,,,True,False,High
6/20/2004,10:00:00,1.2,,,,,53,,64,,,,,,True,False,High
6/21/2004,13:00:00,1.2,838,,7.2,868,66,1005,76,1454,540,30.1,18.5,0.7747,False,True,High
6/23/2004,0:00:00,1.2,965,,8,900,79,864,83,1631,968,22.9,43.6,1.1974,False,True,High
6/24/2004,7:00:00,1.2,1030,,6.9,851,102,824,68,1700,983,21.9,57,1.4742,False,True,High
6/24/2004,12:00:00,1.2,959,,5,763,56,976,58,1561,549,31.9,30.3,1.4125,False,True,High
6/24/2004,14:00:00,1.2,988,,6,813,52,927,61,1596,596,33.4,27.8,1.4119,False,True,High
6/26/2004,0:00:00,1.2,870,,6.2,823,76,975,79,1398,848,24,31.2,0.919,True,False,High
6/26/2004,16:00:00,1.2,1019,,6.7,842,70,935,73,1565,729,37.2,20.5,1.2813,True,False,High
6/27/2004,16:00:00,1.2,990,,6.9,852,70,967,90,1488,669,42.2,14.2,1.1609,True,False,High
6/28/2004,0:00:00,1.2,991,,7.9,896,69,857,78,1616,926,27.2,38.9,1.3821,False,True,High
7/3/2004,17:00:00,1.2,970,,8,900,79,909,93,1524,664,36.9,17.5,1.0789,True,False,High
7/3/2004,18:00:00,1.2,929,,7.3,869,80,942,89,1454,624,35.3,17,0.9561,True,False,High
7/8/2004,0:00:00,1.2,1069,,10.2,983,87,749,88,1627,1357,29.8,30.2,1.2502,False,True,High
7/11/2004,19:00:00,1.2,931,,7.7,885,86,892,101,1467,585,26.9,27.1,0.948,True,False,High
7/15/2004,1:00:00,1.2,950,,8.9,937,64,802,80,1566,989,23.4,38.6,1.0968,False,True,High
7/17/2004,2:00:00,1.2,949,,8.3,910,71,816,77,1552,1015,22.2,43,1.1363,True,False,High
7/17/2004,3:00:00,1.2,912,,6.7,842,,863,,1489,1015,21.2,45.8,1.1353,True,False,High
7/18/2004,1:00:00,1.2,986,,5.5,790,57,869,70,1422,853,26.3,33.1,1.1199,True,False,High
7/18/2004,21:00:00,1.2,1067,,9,938,102,825,99,1520,912,29.7,24.8,1.016,True,False,High
7/18/2004,23:00:00,1.2,1132,,11,1014,106,728,101,1628,1279,27.9,30.4,1.1249,True,False,High
7/24/2004,13:00:00,1.2,1058,,6.5,833,47,804,53,1623,626,38.3,27.1,1.797,True,False,High
7/24/2004,17:00:00,1.2,1021,,6,814,54,858,62,1545,615,35.1,29.6,1.6452,True,False,High
7/24/2004,20:00:00,1.2,966,,4.4,735,59,932,70,1494,567,28.2,41.9,1.5776,True,False,High
7/25/2004,18:00:00,1.2,989,,4,713,72,954,78,1552,626,27.6,47.5,1.7266,True,False,High
7/26/2004,1:00:00,1.2,945,,4.8,755,50,935,68,1553,663,26,48,1.5882,False,True,High
7/31/2004,6:00:00,1.2,975,,7.3,871,72,771,71,1666,942,22.6,58.8,1.5903,True,False,High
8/1/2004,18:00:00,1.2,986,,6.4,830,73,906,100,1482,536,36.6,24.6,1.4872,True,False,High
